[I 2024-01-05 15:27:27,955] A new study created in memory with name: no-name-f4e6a6de-7c56-4e08-b52a-2dd4077e197e
[I 2024-01-05 15:27:54,042] Trial 0 finished with value: 0.8294625028019589 and parameters: {'n_estimators': 260, 'max_depth': 16, 'min_samples_split': 0.012098165323999955, 'min_samples_leaf': 0.2077493489561343, 'max_features': 'log2'}. Best is trial 0 with value: 0.8294625028019589.
[I 2024-01-05 15:37:09,942] Trial 11 finished with value: 0.8434622302394782 and parameters: {'n_estimators': 118, 'max_depth': 2, 'min_samples_split': 0.09817627653327189, 'min_samples_leaf': 0.01660440880468374, 'max_features': 'sqrt'}. Best is trial 10 with value: 0.8546781519428436.
[I 2024-01-05 15:37:49,287] Trial 12 finished with value: 0.8519045460450958 and parameters: {'n_estimators': 202, 'max_depth': 22, 'min_samples_split': 0.09436679937981671, 'min_samples_leaf': 0.027786430692690964, 'max_features': 'sqrt'}. Best is trial 10 with value: 0.8546781519428436.
[I 2024-01-05 15:38:05,832] Trial 13 finished with value: 0.851199033501002 and parameters: {'n_estimators': 101, 'max_depth': 3, 'min_samples_split': 0.06115456646653644, 'min_samples_leaf': 0.05726286947267279, 'max_features': 'sqrt'}. Best is trial 10 with value: 0.8546781519428436.
[I 2024-01-05 15:38:35,122] Trial 14 finished with value: 0.850256343218909 and parameters: {'n_estimators': 171, 'max_depth': 23, 'min_samples_split': 0.13050427603865192, 'min_samples_leaf': 0.05737384503032711, 'max_features': 'sqrt'}. Best is trial 10 with value: 0.8546781519428436.
[I 2024-01-05 15:39:04,375] Trial 15 finished with value: 0.8500742784281983 and parameters: {'n_estimators': 165, 'max_depth': 32, 'min_samples_split': 0.06718379699953561, 'min_samples_leaf': 0.05894591318887069, 'max_features': 'sqrt'}. Best is trial 10 with value: 0.8546781519428436.
[I 2024-01-05 15:39:31,487] Trial 16 finished with value: 0.834501075386855 and parameters: {'n_estimators': 216, 'max_depth': 24, 'min_samples_split': 0.04806552267242519, 'min_samples_leaf': 0.14407182578667743, 'max_features': 'sqrt'}. Best is trial 10 with value: 0.8546781519428436.
[I 2024-01-05 15:39:51,126] Trial 17 finished with value: 0.8426499127527565 and parameters: {'n_estimators': 143, 'max_depth': 5, 'min_samples_split': 0.2494357352392364, 'min_samples_leaf': 0.08201188721452189, 'max_features': 'sqrt'}. Best is trial 10 with value: 0.8546781519428436.
[I 2024-01-05 15:42:02,161] Trial 18 finished with value: 0.8157519081600568 and parameters: {'n_estimators': 293, 'max_depth': 20, 'min_samples_split': 0.14422763659662552, 'min_samples_leaf': 0.01227743164372533, 'max_features': None}. Best is trial 10 with value: 0.8546781519428436.
[I 2024-01-05 15:43:33,595] Trial 19 finished with value: 0.8505138348102846 and parameters: {'n_estimators': 498, 'max_depth': 6, 'min_samples_split': 0.10285750360334794, 'min_samples_leaf': 0.04562561189515481, 'max_features': 'sqrt'}. Best is trial 10 with value: 0.8546781519428436.
[I 2024-01-05 15:43:58,696] Trial 20 finished with value: 0.8357312395825979 and parameters: {'n_estimators': 199, 'max_depth': 28, 'min_samples_split': 0.037982755160986925, 'min_samples_leaf': 0.1422932178940254, 'max_features': 'sqrt'}. Best is trial 10 with value: 0.8546781519428436.
[I 2024-01-05 15:44:44,121] Trial 21 finished with value: 0.8507809850954082 and parameters: {'n_estimators': 247, 'max_depth': 20, 'min_samples_split': 0.11496250437602201, 'min_samples_leaf': 0.03138580865745588, 'max_features': 'sqrt'}. Best is trial 10 with value: 0.8546781519428436.
[I 2024-01-05 15:45:19,822] Trial 22 finished with value: 0.8449175286934031 and parameters: {'n_estimators': 235, 'max_depth': 21, 'min_samples_split': 0.15901958823492007, 'min_samples_leaf': 0.08145338747735145, 'max_features': 'sqrt'}. Best is trial 10 with value: 0.8546781519428436.
[I 2024-01-05 15:46:15,925] Trial 23 finished with value: 0.8550102151324248 and parameters: {'n_estimators': 299, 'max_depth': 15, 'min_samples_split': 0.1240183333408531, 'min_samples_leaf': 0.012656423530566003, 'max_features': 'sqrt'}. Best is trial 23 with value: 0.8550102151324248.
[I 2024-01-05 15:47:19,821] Trial 24 finished with value: 0.8519275197063155 and parameters: {'n_estimators': 327, 'max_depth': 15, 'min_samples_split': 0.08579215660809836, 'min_samples_leaf': 0.03850928658890475, 'max_features': 'sqrt'}. Best is trial 23 with value: 0.8550102151324248.
[I 2024-01-05 15:49:27,606] Trial 25 finished with value: 0.8108730086311488 and parameters: {'n_estimators': 329, 'max_depth': 14, 'min_samples_split': 0.13194110484279092, 'min_samples_leaf': 0.07690119025969086, 'max_features': None}. Best is trial 23 with value: 0.8550102151324248.
[I 2024-01-05 15:50:22,033] Trial 26 finished with value: 0.8519320181706893 and parameters: {'n_estimators': 282, 'max_depth': 15, 'min_samples_split': 0.08502896544152702, 'min_samples_leaf': 0.040658475770717836, 'max_features': 'sqrt'}. Best is trial 23 with value: 0.8550102151324248.
[I 2024-01-05 15:51:32,718] Trial 27 finished with value: 0.8611976397004308 and parameters: {'n_estimators': 286, 'max_depth': 12, 'min_samples_split': 0.042578022805573254, 'min_samples_leaf': 0.010923331165828177, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 15:53:03,492] Trial 28 finished with value: 0.8607570406026218 and parameters: {'n_estimators': 354, 'max_depth': 12, 'min_samples_split': 0.0333496335502615, 'min_samples_leaf': 0.012738891107010016, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 15:55:25,914] Trial 29 finished with value: 0.8176393180430839 and parameters: {'n_estimators': 354, 'max_depth': 12, 'min_samples_split': 0.029839312849294863, 'min_samples_leaf': 0.06855145927243608, 'max_features': None}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 15:56:03,371] Trial 30 finished with value: 0.841982252238299 and parameters: {'n_estimators': 272, 'max_depth': 17, 'min_samples_split': 0.02515329723943771, 'min_samples_leaf': 0.11097502170045737, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 15:57:13,931] Trial 31 finished with value: 0.8549297421239672 and parameters: {'n_estimators': 317, 'max_depth': 6, 'min_samples_split': 0.06174301572978535, 'min_samples_leaf': 0.014853363648232105, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 15:58:15,554] Trial 32 finished with value: 0.8519863038607657 and parameters: {'n_estimators': 320, 'max_depth': 8, 'min_samples_split': 0.06080600443387535, 'min_samples_leaf': 0.04236570079695052, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 15:59:42,271] Trial 33 finished with value: 0.8606838846614071 and parameters: {'n_estimators': 355, 'max_depth': 12, 'min_samples_split': 0.04540031918210759, 'min_samples_leaf': 0.011041663390624443, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:00:56,816] Trial 34 finished with value: 0.853593470700444 and parameters: {'n_estimators': 357, 'max_depth': 13, 'min_samples_split': 0.04423513946216879, 'min_samples_leaf': 0.032854491754595164, 'max_features': 'log2'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:01:37,287] Trial 35 finished with value: 0.8247035044781608 and parameters: {'n_estimators': 409, 'max_depth': 11, 'min_samples_split': 0.026921939477970336, 'min_samples_leaf': 0.23502226218491523, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:02:30,871] Trial 36 finished with value: 0.8405570687320509 and parameters: {'n_estimators': 384, 'max_depth': 17, 'min_samples_split': 0.22965678353076097, 'min_samples_leaf': 0.09061352575015932, 'max_features': 'log2'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:03:05,916] Trial 37 finished with value: 0.842438821537011 and parameters: {'n_estimators': 261, 'max_depth': 9, 'min_samples_split': 0.29273281164995807, 'min_samples_leaf': 0.051997814302058874, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:03:38,334] Trial 38 finished with value: 0.8333348384242123 and parameters: {'n_estimators': 298, 'max_depth': 13, 'min_samples_split': 0.013702919003856048, 'min_samples_leaf': 0.17234558203232245, 'max_features': 'log2'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:04:42,449] Trial 39 finished with value: 0.8472158608668586 and parameters: {'n_estimators': 385, 'max_depth': 10, 'min_samples_split': 0.0672043742590488, 'min_samples_leaf': 0.06679333805564343, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:06:04,234] Trial 40 finished with value: 0.7698191434121407 and parameters: {'n_estimators': 462, 'max_depth': 16, 'min_samples_split': 0.1679072621938898, 'min_samples_leaf': 0.27491117119964675, 'max_features': None}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:07:17,108] Trial 41 finished with value: 0.8597117993403959 and parameters: {'n_estimators': 310, 'max_depth': 7, 'min_samples_split': 0.05145923580602303, 'min_samples_leaf': 0.011450936328442032, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:08:34,224] Trial 42 finished with value: 0.855389887331274 and parameters: {'n_estimators': 343, 'max_depth': 7, 'min_samples_split': 0.04492769044638994, 'min_samples_leaf': 0.02497076778979041, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:09:49,180] Trial 43 finished with value: 0.8545674717229481 and parameters: {'n_estimators': 342, 'max_depth': 7, 'min_samples_split': 0.04640201023543702, 'min_samples_leaf': 0.027878495097561504, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:11:21,035] Trial 44 finished with value: 0.8550311555862716 and parameters: {'n_estimators': 408, 'max_depth': 8, 'min_samples_split': 0.010648450565616946, 'min_samples_leaf': 0.026056862658425044, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:12:25,608] Trial 45 finished with value: 0.8514865652576503 and parameters: {'n_estimators': 340, 'max_depth': 11, 'min_samples_split': 0.07440978806004127, 'min_samples_leaf': 0.04462662741156743, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:13:41,155] Trial 46 finished with value: 0.8579880483347937 and parameters: {'n_estimators': 367, 'max_depth': 4, 'min_samples_split': 0.05159478063855929, 'min_samples_leaf': 0.010572455530668545, 'max_features': 'log2'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:14:32,482] Trial 47 finished with value: 0.8501450045851838 and parameters: {'n_estimators': 368, 'max_depth': 2, 'min_samples_split': 0.053788432659481716, 'min_samples_leaf': 0.010947334628559291, 'max_features': 'log2'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:15:11,504] Trial 48 finished with value: 0.8318224977227416 and parameters: {'n_estimators': 375, 'max_depth': 4, 'min_samples_split': 0.03487297953734801, 'min_samples_leaf': 0.19799198823669392, 'max_features': 'log2'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:16:12,425] Trial 49 finished with value: 0.8421468225759823 and parameters: {'n_estimators': 425, 'max_depth': 10, 'min_samples_split': 0.07741766268604768, 'min_samples_leaf': 0.10182388957503069, 'max_features': 'log2'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:17:01,017] Trial 50 finished with value: 0.847291637455325 and parameters: {'n_estimators': 282, 'max_depth': 12, 'min_samples_split': 0.02214291955289415, 'min_samples_leaf': 0.062327555540565446, 'max_features': 'log2'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:18:09,519] Trial 51 finished with value: 0.8544089150550084 and parameters: {'n_estimators': 338, 'max_depth': 4, 'min_samples_split': 0.053080146113990825, 'min_samples_leaf': 0.023351267514610356, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:19:18,159] Trial 52 finished with value: 0.8555296502113284 and parameters: {'n_estimators': 306, 'max_depth': 6, 'min_samples_split': 0.0412299019756574, 'min_samples_leaf': 0.023776228589537197, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:20:22,354] Trial 53 finished with value: 0.853627731967707 and parameters: {'n_estimators': 313, 'max_depth': 5, 'min_samples_split': 0.03467375048982935, 'min_samples_leaf': 0.03245213506140033, 'max_features': 'log2'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:21:33,876] Trial 54 finished with value: 0.8563686624843673 and parameters: {'n_estimators': 365, 'max_depth': 8, 'min_samples_split': 0.10678839901452525, 'min_samples_leaf': 0.010326087876190207, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:22:41,352] Trial 55 finished with value: 0.8503234470289979 and parameters: {'n_estimators': 370, 'max_depth': 10, 'min_samples_split': 0.10189700026547523, 'min_samples_leaf': 0.05034695838452594, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:24:09,843] Trial 56 finished with value: 0.8575018350915746 and parameters: {'n_estimators': 399, 'max_depth': 9, 'min_samples_split': 0.07099596067736488, 'min_samples_leaf': 0.011073701592272445, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:27:31,422] Trial 57 finished with value: 0.8307183945290886 and parameters: {'n_estimators': 394, 'max_depth': 13, 'min_samples_split': 0.0694694868100846, 'min_samples_leaf': 0.038415142647869396, 'max_features': None}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:28:13,564] Trial 58 finished with value: 0.8282035430928941 and parameters: {'n_estimators': 427, 'max_depth': 3, 'min_samples_split': 0.0189593171226837, 'min_samples_leaf': 0.21822144032621815, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:29:33,874] Trial 59 finished with value: 0.8520714511789862 and parameters: {'n_estimators': 401, 'max_depth': 7, 'min_samples_split': 0.09137831579326067, 'min_samples_leaf': 0.021728266011282554, 'max_features': 'log2'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:30:56,048] Trial 60 finished with value: 0.8502407816551896 and parameters: {'n_estimators': 454, 'max_depth': 12, 'min_samples_split': 0.05677532570036317, 'min_samples_leaf': 0.05224588883377886, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:32:14,662] Trial 61 finished with value: 0.8568314948002321 and parameters: {'n_estimators': 364, 'max_depth': 8, 'min_samples_split': 0.07773106840276592, 'min_samples_leaf': 0.010761650106139014, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:33:28,468] Trial 62 finished with value: 0.8531577314838319 and parameters: {'n_estimators': 349, 'max_depth': 9, 'min_samples_split': 0.08054378048529524, 'min_samples_leaf': 0.016492123337603054, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:34:53,607] Trial 63 finished with value: 0.853054261379507 and parameters: {'n_estimators': 415, 'max_depth': 10, 'min_samples_split': 0.0358535124778911, 'min_samples_leaf': 0.035548360787333165, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:36:18,767] Trial 64 finished with value: 0.8555124937025816 and parameters: {'n_estimators': 392, 'max_depth': 5, 'min_samples_split': 0.05309529977190243, 'min_samples_leaf': 0.021201776434577192, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:37:31,895] Trial 65 finished with value: 0.8570997164612992 and parameters: {'n_estimators': 330, 'max_depth': 8, 'min_samples_split': 0.07055498443478551, 'min_samples_leaf': 0.010977911839982805, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:38:27,082] Trial 66 finished with value: 0.8524917155658607 and parameters: {'n_estimators': 281, 'max_depth': 11, 'min_samples_split': 0.06516116978635193, 'min_samples_leaf': 0.03949592386524038, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:39:36,489] Trial 67 finished with value: 0.8539756834605488 and parameters: {'n_estimators': 329, 'max_depth': 9, 'min_samples_split': 0.027013972875048295, 'min_samples_leaf': 0.031107535786183138, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:41:17,233] Trial 68 finished with value: 0.8178376035677255 and parameters: {'n_estimators': 259, 'max_depth': 14, 'min_samples_split': 0.08896409132717942, 'min_samples_leaf': 0.07276592236498614, 'max_features': None}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:42:07,772] Trial 69 finished with value: 0.8450362666546981 and parameters: {'n_estimators': 324, 'max_depth': 7, 'min_samples_split': 0.20056153582690273, 'min_samples_leaf': 0.01885339430009357, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:42:45,039] Trial 70 finished with value: 0.8492976591091285 and parameters: {'n_estimators': 231, 'max_depth': 3, 'min_samples_split': 0.048011923125873976, 'min_samples_leaf': 0.05747459161263659, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:44:03,225] Trial 71 finished with value: 0.8574219172247396 and parameters: {'n_estimators': 357, 'max_depth': 6, 'min_samples_split': 0.07253025540863108, 'min_samples_leaf': 0.010046291087278517, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:45:20,120] Trial 72 finished with value: 0.8574820895642666 and parameters: {'n_estimators': 353, 'max_depth': 6, 'min_samples_split': 0.07207946000193502, 'min_samples_leaf': 0.010083186263904633, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:46:37,745] Trial 73 finished with value: 0.8545956640786745 and parameters: {'n_estimators': 355, 'max_depth': 6, 'min_samples_split': 0.06165769269692466, 'min_samples_leaf': 0.020192236715582186, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:47:47,124] Trial 74 finished with value: 0.8503774962161552 and parameters: {'n_estimators': 384, 'max_depth': 5, 'min_samples_split': 0.11071020145053914, 'min_samples_leaf': 0.04718142339843971, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:48:47,772] Trial 75 finished with value: 0.8535921728933445 and parameters: {'n_estimators': 312, 'max_depth': 4, 'min_samples_split': 0.018877927667255386, 'min_samples_leaf': 0.03374101308853498, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:50:09,224] Trial 76 finished with value: 0.8542832736425774 and parameters: {'n_estimators': 376, 'max_depth': 6, 'min_samples_split': 0.041352131048183326, 'min_samples_leaf': 0.02863661965121271, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:51:07,289] Trial 77 finished with value: 0.8519837949060933 and parameters: {'n_estimators': 293, 'max_depth': 12, 'min_samples_split': 0.09646977556004177, 'min_samples_leaf': 0.017659724356770184, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:51:55,613] Trial 78 finished with value: 0.8439557283926146 and parameters: {'n_estimators': 352, 'max_depth': 2, 'min_samples_split': 0.03129628149833132, 'min_samples_leaf': 0.04451144512540674, 'max_features': 'log2'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:52:40,648] Trial 79 finished with value: 0.8422599856029391 and parameters: {'n_estimators': 339, 'max_depth': 18, 'min_samples_split': 0.26171882784090156, 'min_samples_leaf': 0.12936354401191172, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:54:04,285] Trial 80 finished with value: 0.7014376585418883 and parameters: {'n_estimators': 469, 'max_depth': 11, 'min_samples_split': 0.058976476184884, 'min_samples_leaf': 0.2578893482245911, 'max_features': None}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:55:15,840] Trial 81 finished with value: 0.8537697771510638 and parameters: {'n_estimators': 332, 'max_depth': 9, 'min_samples_split': 0.07356929386785012, 'min_samples_leaf': 0.014812486035118106, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:56:31,956] Trial 82 finished with value: 0.8538088545868252 and parameters: {'n_estimators': 359, 'max_depth': 7, 'min_samples_split': 0.07155852384387139, 'min_samples_leaf': 0.02479768051662481, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:57:56,388] Trial 83 finished with value: 0.8565185429498262 and parameters: {'n_estimators': 399, 'max_depth': 8, 'min_samples_split': 0.08379507070017429, 'min_samples_leaf': 0.011553400727455494, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 16:59:40,182] Trial 84 finished with value: 0.8600283097652976 and parameters: {'n_estimators': 439, 'max_depth': 6, 'min_samples_split': 0.05230440988927226, 'min_samples_leaf': 0.010133055058762929, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 17:01:04,873] Trial 85 finished with value: 0.850260209948855 and parameters: {'n_estimators': 487, 'max_depth': 3, 'min_samples_split': 0.05274712689707246, 'min_samples_leaf': 0.029621028955994708, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 17:01:52,360] Trial 86 finished with value: 0.8323162665129675 and parameters: {'n_estimators': 415, 'max_depth': 5, 'min_samples_split': 0.04408560805755168, 'min_samples_leaf': 0.15892745841781103, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 17:03:11,241] Trial 87 finished with value: 0.852758098871648 and parameters: {'n_estimators': 388, 'max_depth': 26, 'min_samples_split': 0.036228067527064714, 'min_samples_leaf': 0.03715092800963133, 'max_features': 'log2'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 17:04:50,272] Trial 88 finished with value: 0.8556542131228895 and parameters: {'n_estimators': 436, 'max_depth': 6, 'min_samples_split': 0.051531251172309625, 'min_samples_leaf': 0.020654955435736824, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 17:06:32,288] Trial 89 finished with value: 0.8578111633179276 and parameters: {'n_estimators': 443, 'max_depth': 13, 'min_samples_split': 0.062490319051137916, 'min_samples_leaf': 0.010204963590050445, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 17:08:09,229] Trial 90 finished with value: 0.8542410444854731 and parameters: {'n_estimators': 445, 'max_depth': 14, 'min_samples_split': 0.015645607824674876, 'min_samples_leaf': 0.028694177556270704, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 17:09:55,014] Trial 91 finished with value: 0.85494824668314 and parameters: {'n_estimators': 466, 'max_depth': 32, 'min_samples_split': 0.06005728355046318, 'min_samples_leaf': 0.018196586214480483, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 17:11:44,094] Trial 92 finished with value: 0.8582463275630602 and parameters: {'n_estimators': 481, 'max_depth': 13, 'min_samples_split': 0.06689575156022717, 'min_samples_leaf': 0.010144295749043894, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 17:13:29,821] Trial 93 finished with value: 0.8545106017258737 and parameters: {'n_estimators': 478, 'max_depth': 16, 'min_samples_split': 0.06411416041700034, 'min_samples_leaf': 0.01758497790279177, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 17:15:22,129] Trial 94 finished with value: 0.8550606667259084 and parameters: {'n_estimators': 497, 'max_depth': 14, 'min_samples_split': 0.028414897538551257, 'min_samples_leaf': 0.02551706713945527, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 17:16:52,126] Trial 95 finished with value: 0.8525523713143391 and parameters: {'n_estimators': 445, 'max_depth': 13, 'min_samples_split': 0.044549540264708046, 'min_samples_leaf': 0.038079353560658315, 'max_features': 'sqrt'}. Best is trial 27 with value: 0.8611976397004308.
[I 2024-01-05 17:18:48,146] Trial 96 finished with value: 0.8616927256943576 and parameters: {'n_estimators': 456, 'max_depth': 12, 'min_samples_split': 0.03959204937260134, 'min_samples_leaf': 0.010188686297404036, 'max_features': 'log2'}. Best is trial 96 with value: 0.8616927256943576.
